DMSO,Nutlin
RPS15AP7_hg38,ENSG00000237464_hg38
CSN1S2AP_hg38,ENSG00000238034_hg38
MARCKSL1P1_hg38,DDX39BP2_hg38
FCN1_hg38,OASL2P_hg38
ENSG00000234427_hg38,BATF_hg38
ENSG00000271267_hg38,ENSG00000237954_hg38
CST13P_hg38,LINC01370_hg38
RPS29P5_hg38,ENSG00000237747_hg38
SUMO2P15_hg38,LINC02635_hg38
ELK2BP_hg38,PCMTD1P7_hg38
VDAC3P1_hg38,ENSG00000280400_hg38
HMGB1P48_hg38,LINC01726_hg38
TRBV20OR9-2_hg38,PTP4A1P7_hg38
ENSG00000271064_hg38,ENSG00000280060_hg38
ENSG00000270983_hg38,HOXD13_hg38
ENSG00000270978_hg38,PERCC1_hg38
H3P8_hg38,NCOR1P4_hg38
NUDT19P4_hg38,PRSS56_hg38
ENSG00000270822_hg38,ENSG00000279687_hg38
COX7BP2_hg38,ENSG00000279660_hg38
ENSG00000270664_hg38,ENSG00000279528_hg38
ENSG00000250043_hg38,ENSG00000279498_hg38
KRTAP3-1_hg38,ENSG00000279411_hg38
ENSG00000270512_hg38,ENSG00000249175_hg38
ENSG00000270480_hg38,PDZK1IP1_hg38
ENSG00000213150_hg38,ENSG00000279256_hg38
LINC01533_hg38,ENSG00000279222_hg38
ENSG00000268326_hg38,IL24_hg38
TESPA1_hg38,PIGR_hg38
ENSG00000223539_hg38,GNG14_hg38
RPL21P119_hg38,ENSG00000284610_hg38
LINC01139_hg38,ENSG00000240774_hg38
ESRG_hg38,ENSG00000285885_hg38
GAPDHP35_hg38,ENSG00000286534_hg38
RN7SKP232_hg38,ENSG00000286529_hg38
LARP7P3_hg38,ENSG00000286471_hg38
PVALB_hg38,ENSG00000286395_hg38
ENSG00000265494_hg38,ENSG00000286348_hg38
ENSG00000223402_hg38,ENSG00000286324_hg38
VOPP1-DT_hg38,RPL5P23_hg38
ENSG00000265174_hg38,CLCA4_hg38
ENSG00000223589_hg38,LINC02271_hg38
LINC00462_hg38,LILRA4_hg38
LINC01648_hg38,RN7SL51P_hg38
DIS3L2P1_hg38,ZNF736P9Y_hg38
KRT8P8_hg38,MSANTD5_hg38
RPL36AP46_hg38,FAM245B_hg38
ENSG00000233365_hg38,MTND3P23_hg38
ENSG00000264876_hg38,RN7SL792P_hg38
RN7SL237P_hg38,NR0B2_hg38
HMGB1P9_hg38,RN7SL255P_hg38
ENSG00000251189_hg38,RPL7AP67_hg38
SNRPGP2_hg38,ENSG00000285524_hg38
ENSG00000264296_hg38,ENSG00000285413_hg38
ENSG00000266905_hg38,ENSG00000285254_hg38
ENSG00000220949_hg38,ENSG00000285042_hg38
ST3GAL1P1_hg38,ENSG00000285006_hg38
ENSG00000233708_hg38,ENSG00000284728_hg38
MFN1P1_hg38,RPL6P7_hg38
ENSG00000216285_hg38,ENSG00000284653_hg38
SELENOTP1_hg38,RPL21P6_hg38
ENSG00000267393_hg38,HERC2P7_hg38
ENSG00000250522_hg38,ENSG00000233820_hg38
ENSG00000217644_hg38,LINC00221_hg38
RPS3AP24_hg38,KRT127P_hg38
SH3GL1P3_hg38,UGT1A12P_hg38
SEPTIN14P6_hg38,RPL7AP34_hg38
ENSG00000267273_hg38,RPL21P18_hg38
HNRNPA1P37_hg38,ENSG00000257517_hg38
ENSG00000250626_hg38,RPL7L1P8_hg38
KRT25_hg38,FAF2P1_hg38
ENSG00000267048_hg38,RPSAP61_hg38
CACYBPP3_hg38,PGAM1P4_hg38
ENSG00000218857_hg38,VENTXP3_hg38
TPMTP1_hg38,MINDY4B_hg38
PMM2P2_hg38,ENSG00000214243_hg38
ZSCAN30_hg38,ENSG00000257264_hg38
MS4A14_hg38,FOXG1-AS1_hg38
EPPIN_hg38,SLC9B1P2_hg38
SLC13A2_hg38,ENSG00000214651_hg38
FGF20_hg38,ENSG00000229271_hg38
SPATA19_hg38,IMPDH1P3_hg38
RFPL1_hg38,EI24P3_hg38
SOHLH1_hg38,ENSG00000228426_hg38
CYP11B1_hg38,OR7E122P_hg38
C8A_hg38,LINC00269_hg38
TMEM174_hg38,LRRC37A13P_hg38
OOSP2_hg38,THUMPD1P1_hg38
CCDC105_hg38,ZNF705G_hg38
EDNRB_hg38,FAM230B_hg38
BEX4_hg38,LINC00189_hg38
RN7SKP297_hg38,ENSG00000256972_hg38
ENSG00000231756_hg38,ENSG00000254258_hg38
HMGB3P27_hg38,HNRNPA1P21_hg38
AIF1_hg38,ENSG00000228153_hg38
ENSG00000203520_hg38,SNX18P4_hg38
U3_hg38-7,ENSG00000258108_hg38
LINC02504_hg38,SNORA63E_hg38
ENSG00000270212_hg38,ENSG00000244535_hg38
RNU6-485P_hg38,ENSG00000270708_hg38
ENSG00000270204_hg38,HNRNPA1P38_hg38
IGFL1P1_hg38,ENSG00000202434_hg38
ENSG00000248648_hg38,SHISA5P2_hg38
LDHBP3_hg38,CLEC4M_hg38
ENSG00000249166_hg38,ENSG00000203498_hg38
LINC02174_hg38,DUXA_hg38
APOC4_hg38,CCNB1IP1P1_hg38
ENSG00000267372_hg38,DPY19L4P1_hg38
ENSG00000250024_hg38,LIPN_hg38
LINC01531_hg38,LINC00474_hg38
ENSG00000270497_hg38,ENSG00000258693_hg38
ENSG00000244593_hg38,ENSG00000258642_hg38
SEC14L6_hg38,LINC-ROR_hg38
HISLA_hg38,FAM181A-AS1_hg38
RN7SL477P_hg38,ENSG00000229339_hg38
RBISP2_hg38,LILRB1_hg38
ENSG00000271222_hg38,ENSG00000229646_hg38
ENSG00000240535_hg38,RNASE11-AS1_hg38
OR2AJ1_hg38,LINC02898_hg38
AZGP1P1_hg38,LINC02716_hg38
H3P13_hg38,KRT17P7_hg38
RPL12P31_hg38,PBX3-DT_hg38
ENSG00000271025_hg38,LINC01739_hg38
RPL21P75_hg38,FAM99B_hg38
KLHL6-AS1_hg38,LINC01523_hg38
TSIX_hg38,ENSG00000258214_hg38
MIR320A_hg38,RNU6-15P_hg38
ENSG00000250038_hg38,MIR219A2HG_hg38
RPSAP66_hg38,LINC00485_hg38
ENSG00000272027_hg38,RPL12P2_hg38
ENSG00000265671_hg38,ENSG00000217139_hg38
LINC02740_hg38,KNOP1P1_hg38
LINC02748_hg38,LRRK2-DT_hg38
ENSG00000255233_hg38,ENSG00000224570_hg38
ENSG00000259950_hg38,ENSG00000227062_hg38
LINC01566_hg38,CENPIP1_hg38
HCAR3_hg38,LINC02719_hg38
ENSG00000259695_hg38,ENSG00000224844_hg38
CHEK2P2_hg38,ENSG00000224876_hg38
RPS3AP4_hg38,KRT8P30_hg38
ENSG00000255899_hg38,CASC6_hg38
TMEM26_hg38,KIF4CP_hg38
PDE3A-AS1_hg38,LINC02785_hg38
ENSG00000258050_hg38,ENSG00000255173_hg38
ENSG00000258202_hg38,RPL18AP2_hg38
ENSG00000258503_hg38,LINC00237_hg38
ENSG00000255092_hg38,LINC01678_hg38
ENSG00000260171_hg38,NXNP1_hg38
ENSG00000260608_hg38,ENSG00000254297_hg38
RN7SL353P_hg38,ENSG00000255093_hg38
IGBP1P4_hg38,ETS1-AS1_hg38
RNASE10_hg38,ENSG00000255037_hg38
ENSG00000250507_hg38,ENSG00000225522_hg38
ENSG00000250658_hg38,ENSG00000225531_hg38
RN7SL405P_hg38,ENSG00000225532_hg38
ENSG00000251017_hg38,HNRNPA3P15_hg38
ENSG00000262343_hg38,PTPRD-AS1_hg38
ENSG00000254616_hg38,ENSG00000226576_hg38
ENSG00000253155_hg38,ENSG00000254932_hg38
LINC01238_hg38-1,ENSG00000225916_hg38
RPL6P32_hg38,NPIPA2_hg38
TREML3P_hg38,CYP26C1-DT_hg38
ENSG00000184188_hg38,LINC00951_hg38
ENSG00000260741_hg38,SDHDP2_hg38
FTH1P8_hg38,RPL36P4_hg38
SIRPG-AS1_hg38,ENSG00000224413_hg38
ENSG00000226621_hg38,ENSG00000224366_hg38
LINC01672_hg38,HLA-U_hg38
LINC01649_hg38,LIMS4_hg38
ENSG00000289203_hg38,ENSG00000218472_hg38
RPL37P1_hg38,CFL1P3_hg38
ENSG00000232939_hg38,MTND5P1_hg38
ENSG00000289080_hg38,BUB3P1_hg38
XIRP1_hg38,TUBB8P2_hg38
PFN1P6_hg38,ENSG00000227948_hg38
ENSG00000226971_hg38,ENSG00000219404_hg38
HMGA1P5_hg38,CACNA1C-AS2_hg38
ENSG00000287748_hg38,USP30-AS1_hg38
ENSG00000287719_hg38,ENSG00000256221_hg38
ENSG00000286957_hg38,ENSG00000227834_hg38
ENSG00000286906_hg38,CYCSP5_hg38
LINC01077_hg38,ENSG00000256035_hg38
ENSG00000274507_hg38,LINC02439_hg38
ENSG00000228538_hg38,ENSG00000227705_hg38
ENSG00000289290_hg38,GSTM3P1_hg38
ENSG00000286639_hg38,ENSG00000227683_hg38
ENSG00000289707_hg38,LINC01624_hg38
EIF4A1P11_hg38,HLA-DQB1-AS1_hg38
LINC01104_hg38,FNTAP1_hg38
ENSG00000232245_hg38,FNDC3CP_hg38
ENSG00000232359_hg38,ENSG00000227365_hg38
ATP5MGP2_hg38,LINC01853_hg38
ENSG00000290938_hg38,ELMO1-AS1_hg38
PTCHD3P2_hg38,LINC02707_hg38
CTNNBL1P1_hg38,RBMY2JP_hg38
ENSG00000230721_hg38,ENSG00000224277_hg38
MRPL35P4_hg38,ENSG00000259097_hg38
ENSG00000230680_hg38,ENSG00000259055_hg38
ENSG00000290529_hg38,ENSG00000259098_hg38
TCERG1L-AS1_hg38,ENSG00000250567_hg38
TBC1D3P5_hg38-1,TRGV2_hg38
ENSG00000290060_hg38,PRSS42P_hg38
LINC01283_hg38,XXYLT1-AS1_hg38
TMEM202_hg38,ENSG00000267245_hg38
C8orf90_hg38,ENSG00000267243_hg38
RPL38P5_hg38,RPS3AP5_hg38
GRM8-AS1_hg38,ENSG00000267166_hg38
ENSG00000236536_hg38,SLC28A3-AS1_hg38
IFNWP4_hg38,ENSG00000233256_hg38
ENSG00000277866_hg38,LINC02634_hg38
ENSG00000224579_hg38,ENSG00000267032_hg38
ELMO2P1_hg38,ENSG00000267005_hg38
ENSG00000236775_hg38,HMGN2P20_hg38
CCL15-CCL14_hg38,TPPP2_hg38
ENSG00000224194_hg38,GARIN6_hg38
ENSG00000275263_hg38,ENSG00000233577_hg38
ENSG00000291239_hg38,LINC00363_hg38
MIR600HG_hg38,KAT7P1_hg38
OR2A5_hg38,FUT7_hg38
ZNF402P_hg38,LINC01387_hg38
RNU11_hg38,FCRL6_hg38
ENSG00000286159_hg38,RN7SL300P_hg38
KIF3AP1_hg38,FDX1P1_hg38
KDM4E_hg38,CELF2-AS1_hg38
Metazoa_SRP_hg38-165,HNRNPDP1_hg38
ENSG00000279815_hg38,ZNF716_hg38
ENSG00000286117_hg38,HMGN2P11_hg38
RPL15P4_hg38,NT5C1B-RDH14_hg38
RPL37AP1_hg38,ENSG00000232327_hg38
LINC02498_hg38,RN7SL664P_hg38
ENSG00000225925_hg38,TMEM78_hg38
GEMIN2P1_hg38,ENSG00000267582_hg38
MRPL53P1_hg38,DLEC1P1_hg38
ENSG00000279262_hg38,ENSG00000270182_hg38
LRPAP1_hg38,ENSG00000270702_hg38
BBS1_hg38,LINC00544_hg38
HDAC4_hg38,ENSG00000270614_hg38
CAMTA2_hg38,OR1AA1P_hg38
NCOA1_hg38,ENSG00000270442_hg38
SCAMP1_hg38,PHF5FP_hg38
CARS2_hg38,ENSG00000270424_hg38
MFSD6_hg38,ENSG00000270324_hg38
NBPF3_hg38,ZNF879_hg38
MAU2_hg38,KCNJ8_hg38
CCNA2_hg38,PCDHB1_hg38
MTMR10_hg38,ENSG00000250348_hg38
PABIR2_hg38,COX6CP13_hg38
GRAMD2B_hg38,GTF3C6P3_hg38
STX2_hg38,LINC01673_hg38
RAF1_hg38,ENSG00000267732_hg38
CLUAP1_hg38,INSL4_hg38
RPRD1B_hg38,ENSG00000269792_hg38
POM121_hg38,KDM3AP1_hg38
WBP11_hg38,ENSG00000269489_hg38
ENSG00000271204_hg38,LINC01360_hg38
PPM1G_hg38,ENSG00000233919_hg38
SRP54-AS1_hg38,IL6_hg38
WWP2_hg38,NF1P5_hg38
DPP8_hg38,ENSG00000233839_hg38
USB1_hg38,SIGLEC20P_hg38
FAM171B_hg38,ENSG00000233626_hg38
PER2_hg38,FAM220BP_hg38
FAM133B_hg38,RPL36P3_hg38
TBC1D15_hg38,AQP7P4_hg38
ZCCHC2_hg38,NCOR1P2_hg38
ATP2B4_hg38,CORO7-PAM16_hg38
TENT4A_hg38,HMGN3P1_hg38
ACAD10_hg38,FDPSP7_hg38
PROS1_hg38,ENSG00000260580_hg38
COX20_hg38,FOLH1_hg38
DGKZ_hg38,LINC01243_hg38
KIN_hg38,OR11H13P_hg38
COX16_hg38,RPL36AP39_hg38
PFAS_hg38,RPL22P24_hg38
TNFRSF21_hg38,COX11P1_hg38
PDCD7_hg38,ENSG00000232271_hg38
ZBTB37_hg38,ENSG00000260975_hg38
PARVA_hg38,ENSG00000261043_hg38
LCORL_hg38,FAM230G_hg38
HIPK3_hg38,ENSG00000261259_hg38
PBX2_hg38,TMEM72_hg38
GPR89A_hg38,GOLGA6GP_hg38
ABHD17B_hg38,LINC00692_hg38
SYNRG_hg38,ENSG00000253189_hg38
NSUN3_hg38,MMP2-AS1_hg38
ISG20L2_hg38,ENSG00000260109_hg38
GALK2_hg38,MPHOSPH10P1_hg38
GNAI3_hg38,ENSG00000259989_hg38
SAAL1_hg38,LINC02124_hg38
RPS6KB1_hg38,LINC01747_hg38
CERS4_hg38,ANAPC1P3_hg38
C19orf48_hg38,ENSG00000230287_hg38
RAE1_hg38,ENSG00000230285_hg38
ZC3HAV1_hg38,TFDP1P3_hg38
NDRG1_hg38,RTP2_hg38
HUS1_hg38,ENSG00000253507_hg38
BRD7_hg38,ANP32BP3_hg38
BRMS1L_hg38,MRPL15P1_hg38
COX11_hg38,ENSG00000259425_hg38
FOCAD_hg38,DHX35-DT_hg38
ZC3H3_hg38,LINC01613_hg38
STARD7_hg38,BBS7-DT_hg38
PRPF19_hg38,ENSG00000262332_hg38
ONECUT3_hg38,ASCL2_hg38
TMEM214_hg38,SH2D1A_hg38
ENTPD6_hg38,BDP1P_hg38
ENSG00000286163_hg38,LINC01873_hg38
ENSG00000287923_hg38,ENSG00000231978_hg38
IGSF9B_hg38,ENSG00000264012_hg38
PRKAA1_hg38,DHRS7C_hg38
CDKL3_hg38,ODF4_hg38
MEF2D_hg38,AKAIN1_hg38
SLC41A1_hg38,ENSG00000231804_hg38
CSTF2_hg38,C19orf84_hg38
IPPK_hg38,OR2V1_hg38
SDE2_hg38,ENSG00000231297_hg38
EVL_hg38,SLC25A15P3_hg38
FBXW2_hg38,SPATA31A6_hg38
UBE2Q2P1_hg38,GGTLC2_hg38
DHX30_hg38,ENSG00000252677_hg38
ACOX3_hg38,ENSG00000261653_hg38
PLS3_hg38,CD48_hg38
METTL6_hg38,KRT26_hg38
ARL5A_hg38,ENSG00000261707_hg38
SH3YL1_hg38,IARS2P1_hg38
TWSG1_hg38,ATP4B_hg38
MELTF_hg38,RPS4XP21_hg38
INIP_hg38,DHX33-DT_hg38
WASL_hg38,C6orf15_hg38
USP38_hg38,ZNF496_hg38
CRIM1_hg38,ENSG00000108958_hg38
NEK1_hg38,GUCY1B1_hg38
NFATC2_hg38,GGT2P_hg38
CFAP20DC_hg38,C11orf21_hg38
MED26_hg38,CSF3_hg38
PI4KB_hg38,ENSG00000291295_hg38
TOB1_hg38,LINC00364_hg38
TTC8_hg38,ENSG00000261541_hg38
SMNDC1_hg38,HERC2P5_hg38
ZNF587_hg38,AQP4_hg38
SYNJ1_hg38,CISTR_hg38
SLC36A4_hg38,OR9I1_hg38
CERS2_hg38,LINC01070_hg38
SLC8B1_hg38,CIBAR1P2_hg38
EXD3_hg38,ENSG00000259910_hg38
KLHL22_hg38,LYPD8_hg38
RCHY1_hg38,ENSG00000259346_hg38
IL6ST_hg38,LINC02304_hg38
PRDM2_hg38,ZMYND19P1_hg38
MTFMT_hg38,BMS1P15_hg38
SCYL2_hg38,ENSG00000258012_hg38
GPR89B_hg38,ENSG00000257378_hg38
FBH1_hg38,PTPRN2-AS1_hg38
ZCCHC4_hg38,AMBN_hg38
SNAPC3_hg38,ENSG00000233775_hg38
OSBPL6_hg38,ENSG00000254933_hg38
SUMF2_hg38,LINC02750_hg38
APRG1_hg38,HERC2P6_hg38
CDC20_hg38,SUB1P3_hg38
DESI2_hg38,RPL23AP50_hg38
DNAJB12_hg38,LINC02837_hg38
CHMP7_hg38,ENSG00000271608_hg38
DIABLO_hg38,GLRX5P2_hg38
MAPT_hg38,C1orf21-DT_hg38
SNAP23_hg38,LINC01310_hg38
ENSG00000288891_hg38,CDH16_hg38
SMAD1_hg38,PDLIM1P1_hg38
CPE_hg38,ENSG00000218565_hg38
CCDC191_hg38,ENSG00000270631_hg38
KCNAB2_hg38,ENSG00000269980_hg38
PSMG2_hg38,ENSG00000269504_hg38
SEPHS1_hg38,ENSG00000268293_hg38
PIGT_hg38,ENSG00000267650_hg38
TMED2_hg38,KRT8P43_hg38
CSNK2A2_hg38,ENSG00000267629_hg38
RPAIN_hg38,ENSG00000267529_hg38
BAG3_hg38,ENSG00000266479_hg38
CDK17_hg38,GJA5_hg38
ADGRG6_hg38,KRT18P48_hg38
SUB1_hg38,HMGN2P27_hg38
SLC37A1_hg38,PYDC2_hg38
CTCF_hg38,LINC02949_hg38
PCF11_hg38,ENSG00000253397_hg38
TRIR_hg38,TUBB7P_hg38
MARF1_hg38,ALDOAP1_hg38
MECP2_hg38,TOPORSLP_hg38
AHCTF1_hg38,RN7SL70P_hg38
SH3GL1_hg38,FOXO1B_hg38
PEX1_hg38,RPL17P44_hg38
SLC66A2_hg38,RPL9P31_hg38
C5orf15_hg38,MYO5BP2_hg38
PROM1_hg38,HMGB3P13_hg38
ALDH9A1_hg38,OOSP1P1_hg38
MRPS5_hg38,SLC6A14P2_hg38
PPIE_hg38,RN7SKP193_hg38
NDUFV1_hg38,LINC01502_hg38
FBXO30_hg38,RN7SKP133_hg38
UEVLD_hg38,RPL27P8_hg38
CERS6_hg38,ENSG00000236989_hg38
ACSL4_hg38,NCR3_hg38
LCMT1_hg38,ENSG00000235429_hg38
TRAPPC12_hg38,ENSG00000236390_hg38
RNF11_hg38,HMGN2P8_hg38
ST3GAL1_hg38,RPS7P6_hg38
NADK_hg38,MTAPP1_hg38
GRSF1_hg38,RN7SL354P_hg38
MTRR_hg38,KRT8P32_hg38
DAGLB_hg38,PTGES3P2_hg38
SLC35E1_hg38,HNRNPA3P13_hg38
UBR3_hg38,CD300LF_hg38
YEATS4_hg38,ENSG00000250726_hg38
FARSA_hg38,KRT3_hg38
IBTK_hg38,LINC02171_hg38
CDC37L1_hg38,ENPP7P9_hg38
TTC39C_hg38,LINC01868_hg38
PKN1_hg38,CYP4A11_hg38
KIDINS220_hg38,RN7SL519P_hg38
C6orf62_hg38,PRR27_hg38
ANAPC10_hg38,ENSG00000250122_hg38
LYRM7_hg38,ENSG00000250020_hg38
CCNK_hg38,USP17L14P_hg38
CEBPZOS_hg38,LINC02122_hg38
POLR2F_hg38,PIMREGP4_hg38
USP4_hg38,ENSG00000244712_hg38
POLE3_hg38,PPIAP3_hg38
MAD2L1_hg38,NACAP7_hg38
ATPAF1_hg38,ENSG00000270997_hg38
MPZL1_hg38,H3P28_hg38
AP5M1_hg38,ENSG00000225519_hg38
ELOVL7_hg38,ENSG00000225949_hg38
SRFBP1_hg38,ENSG00000287360_hg38
ZNF81_hg38,RAB41_hg38
VPS4B_hg38,ENSG00000225867_hg38
PPP4R1_hg38,ENSG00000286998_hg38
LGALS8_hg38,ENSG00000286948_hg38
TAB3_hg38,OFD1P8Y_hg38
AFMID_hg38,SFTPA3P_hg38
EXPH5_hg38,ENSG00000286487_hg38
DEAF1_hg38,ST13P19_hg38
MAGOHB_hg38,ENSG00000286350_hg38
UHRF2_hg38,NDUFAF4P4_hg38
GOLPH3_hg38,ENSG00000286306_hg38
TSTD3_hg38,DERPC_hg38
MRPL45P2_hg38,ENSG00000272114_hg38
PRKCH_hg38,ENSG00000285598_hg38
TGFBRAP1_hg38,ENSG00000285541_hg38
KLF13_hg38,MIR632_hg38
KDM4A_hg38,ENSG00000227311_hg38
IK_hg38,ENSG00000287560_hg38
CEP57_hg38,ENSG00000281571_hg38
RRP36_hg38,ENSG00000288947_hg38
ADRM1_hg38,ENSG00000291236_hg38
TMED4_hg38,ENSG00000230668_hg38
PDE12_hg38,SLC22A7_hg38
ENSG00000285827_hg38,ENSG00000291000_hg38
RALGDS_hg38,ENSG00000289140_hg38
WDR41_hg38,ENSG00000229662_hg38
AK3_hg38,ZFYVE9P1_hg38
DENND1B_hg38,ENSG00000288997_hg38
FEZ2_hg38,CEACAMP4_hg38
ODC1_hg38,ENSG00000287747_hg38
SLC35D2_hg38,LINC01520_hg38
JAK2_hg38,LINC00710_hg38
AASDH_hg38,OR9H1P_hg38
WDR55_hg38,ENSG00000288938_hg38
SRP54_hg38,ENSG00000288782_hg38
PTCD2_hg38,ENSG00000288437_hg38
PPP2R2C_hg38,ENSG00000228318_hg38
CRTC3_hg38,ENSG00000287970_hg38
ZNF761_hg38,ENSG00000225488_hg38
MRPL30_hg38,ENSG00000285694_hg38
AMMECR1L_hg38,RNU4-30P_hg38
TAF3_hg38,ENSG00000277311_hg38
ELP1_hg38,RN7SKP39_hg38
EHD4_hg38,ENSG00000280040_hg38
ELOVL6_hg38,ENSG00000279083_hg38
RBM18_hg38,ENSG00000279036_hg38
MBOAT2_hg38,EPB41L4A-DT_hg38
RAD52_hg38,ENSG00000278413_hg38
GRPEL2_hg38,NEFL_hg38
ABI1_hg38,ENSG00000277350_hg38
MYL12A_hg38,ENSG00000277143_hg38
LINC02438_hg38,ENSG00000224595_hg38
ISY1_hg38,ENSG00000276109_hg38
MAP2K7_hg38,ENSG00000274979_hg38
EAF1_hg38,TUBAP6_hg38
ACTR6_hg38,ENSG00000274328_hg38
SYAP1_hg38,ENSG00000273066_hg38
ENSG00000291073_hg38,FEV_hg38
MLH1_hg38,ENSG00000272164_hg38
PGRMC1_hg38,U3_hg38-36
DNAJC5_hg38,UBE2SP2_hg38
MGST3_hg38,ENSG00000236885_hg38
TSTD2_hg38,RPL29P11_hg38
UTP18_hg38,DAOA-AS1_hg38
KDM4B_hg38,ENSG00000280485_hg38
PPP1R13L_hg38,ENSG00000225028_hg38
CASC19_hg38,ENSG00000280281_hg38
CGGBP1_hg38,FAM238B_hg38
SKIC8_hg38,PACRG-AS2_hg38
GATAD1_hg38,LIMK1_hg38
RANBP9_hg38,RAD54L2_hg38
SNF8_hg38,MSX1_hg38
AGK_hg38,BRCC3_hg38
AFG3L2_hg38,SHPK_hg38
AREL1_hg38,TOM1L2_hg38
KLHL20_hg38,PLEKHA6_hg38
GALNT7_hg38,PRPF18_hg38
CAPN7_hg38,APC_hg38
DHX29_hg38,FAM227A_hg38
ZNF75D_hg38,RALBP1_hg38
NBN_hg38,CAMSAP1_hg38
MTHFSD_hg38,CAT_hg38
DR1_hg38,CTBP1_hg38
ARL1_hg38,ROR1_hg38
EXT2_hg38,TRIO_hg38
ADSS2_hg38,SLC39A9_hg38
ZNF83_hg38,TMEM183A_hg38
ENSG00000240291_hg38,UPF3B_hg38
STX18_hg38,MFSD4B_hg38
CBLL1_hg38,MFSD11_hg38
ELOA_hg38,AGAP3_hg38
ZBTB43_hg38,PLCB4_hg38
ATP6V1D_hg38,CADPS2_hg38
CRLS1_hg38,KHDRBS3_hg38
MVP_hg38,THOC5_hg38
DESI1_hg38,ZW10_hg38
TWNK_hg38,RELCH_hg38
VEZF1_hg38,TLCD4_hg38
ENSG00000275649_hg38,TBCCD1_hg38
IRAK1_hg38,MAPKAPK2_hg38
LSM4_hg38,DDX56_hg38
APEX1_hg38,CCDC82_hg38
RAB11A_hg38,OSBPL11_hg38
UTP15_hg38,PPARD_hg38
LINS1_hg38,SETD1B_hg38
APLP2_hg38,PRMT9_hg38
TTC4_hg38,EGLN3_hg38
CLCC1_hg38,CDKN2A_hg38
WBP2_hg38,CSTF1_hg38
CLMN_hg38,HSH2D_hg38
SNAPC1_hg38,POLN_hg38
METTL4_hg38,DENND4C_hg38
NME7_hg38,LRIG2_hg38
CLCN5_hg38,GLUL_hg38
LYN_hg38,SUCO_hg38
SLC35B3_hg38,P4HA2_hg38
DCTD_hg38,NPTN_hg38
PARP8_hg38,OTUD7B_hg38
C12orf29_hg38,BMAL1_hg38
C17orf80_hg38,ERO1A_hg38
LRIF1_hg38,PHF10_hg38
SNHG16_hg38,UBN2_hg38
PGM3_hg38,HEXIM1_hg38
PRORP_hg38,TATDN2_hg38
ENSG00000144785_hg38,SUZ12P1_hg38
CHST11_hg38,TTLL12_hg38
FAM114A1_hg38,SHB_hg38
PRPS1_hg38,SMYD2_hg38
OSMR-DT_hg38,DHX16_hg38
TMEM242_hg38,BICDL1_hg38
TRIP13_hg38,C2orf69_hg38
TAMM41_hg38,IFRD1_hg38
BCL10_hg38,WNK2_hg38
ARHGAP42_hg38,PTMAP5_hg38
FBXW4_hg38,HAUS6_hg38
CBR4_hg38,ZNF731P_hg38
ZDHHC21_hg38,PAXIP1_hg38
PARD6B_hg38,DVL3_hg38
UBE4A_hg38,PLEKHG1_hg38
TFDP1_hg38,RNF207_hg38
HYCC1_hg38,ZNF740_hg38
MIDN_hg38,LUZP1_hg38
STOML2_hg38,MFHAS1_hg38
MED4_hg38,SLC9A3R1_hg38
UBE2N_hg38,PHRF1_hg38
SLC37A3_hg38,MAMLD1_hg38
YIPF4_hg38,FBXO33_hg38
ZNF544_hg38,UNC45A_hg38
CCNYL2_hg38,TRDMT1_hg38
TMF1_hg38,STAG2_hg38
OTUD6B-AS1_hg38,DDX27_hg38
ARID3B_hg38,OFD1_hg38
PCMTD1_hg38,RDX_hg38
SLU7_hg38,BLTP3B_hg38
ENSG00000268750_hg38,ATP6V1B2_hg38
FBXO38_hg38,CPD_hg38
ZNF516_hg38,TLE1_hg38
FUCA2_hg38,PTK2_hg38
POLR1F_hg38,NFATC1_hg38
HEATR5A_hg38,PROSER1_hg38
SLC25A12_hg38,ZNF124_hg38
LINC02340_hg38,NFIB_hg38
SEM1_hg38,FBXO46_hg38
CLTA_hg38,MRPS22_hg38
POLH_hg38,CDH1_hg38
LRRC41_hg38,MED15_hg38
MTFR1_hg38,SUPT20H_hg38
ZCCHC9_hg38,SCML2_hg38
CLDN12_hg38,SANBR_hg38
VTI1B_hg38,HOMER1_hg38
BCO2_hg38,DCUN1D2_hg38
SFMBT1_hg38,DUS1L_hg38
MTHFD2L_hg38,CCDC3_hg38
ABCF2_hg38,PDK1_hg38
R3HDM2_hg38,COG8_hg38
LRBA_hg38,CBL_hg38
MAP1LC3B_hg38,GAB1_hg38
ALPK1_hg38,SDHAP3_hg38
CD63_hg38,MREG_hg38
DCAF10_hg38,CDK2_hg38
CNOT7_hg38,WDFY1_hg38
RANBP1_hg38,TSPYL1_hg38
GRAMD1B_hg38,STIM2_hg38
KIAA1143_hg38,SPATA33_hg38
ACSF3_hg38,PAPSS1_hg38
SDHAF2_hg38,CTDP1_hg38
RCN2_hg38,UBE3B_hg38
USPL1_hg38,KDM2B_hg38
VDAC2_hg38,SMTN_hg38
FYTTD1_hg38,EPS8L2_hg38
PIGB_hg38,SRSF7_hg38
WWC2_hg38,GBA2_hg38
C1orf52_hg38,RPAP1_hg38
PRKAR2A_hg38,PIP5K1C_hg38
ZNHIT6_hg38,NKD1_hg38
SLC10A7_hg38,SHCBP1_hg38
UBASH3B_hg38,CCNT1_hg38
IKZF5_hg38,TRPV1_hg38
FBXO45_hg38,RFX3_hg38
